"Candidate_ID","title_abstract_decision","reason_category","reason_detail","next_step","relevance_tags","screening_confidence","abstract_lookup_status","abstract_source","abstract_evidence_summary"
"WC053","Exclude","Outside technical RQ scope","Re-screened using a Warwick Library Search snippet/context record. The main focus is not technical RUL-to-maintenance decision support, so it is outside the dissertation's model-based evaluation scope.","Do not carry forward to full-text screening.","Digital twin; Predictive maintenance","High","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: Digital twin; Predictive maintenance."
"WC054","Maybe","Transferability uncertain","Re-screened using a Warwick Library Search snippet/context record. The study shows some relevant evidence (AI/ML; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer) but the domain or decision-support link is not strong enough for final inclusion without full-text verification.","Verify full abstract/full text before final inclusion.","AI/ML; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: AI/ML; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer."
"WC055","Maybe","Transferability uncertain","Re-screened using a Warwick Library Search snippet/context record. The study shows some relevant evidence (Digital twin; Predictive maintenance; Decision/risk/system) but the domain or decision-support link is not strong enough for final inclusion without full-text verification.","Verify full abstract/full text before final inclusion.","Digital twin; Predictive maintenance; Decision/risk/system","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: Digital twin; Predictive maintenance; Decision/risk/system."
"WC056","Exclude","Outside technical RQ scope","Re-screened using a Warwick Library Search snippet/context record. The main focus is not technical RUL-to-maintenance decision support, so it is outside the dissertation's model-based evaluation scope.","Do not carry forward to full-text screening.","Digital twin; Predictive maintenance","High","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: Digital twin; Predictive maintenance."
"WC057","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates Digital twin; Predictive maintenance, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","Digital twin; Predictive maintenance","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: Digital twin; Predictive maintenance."
"WC058","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates AI/ML; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","AI/ML; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: AI/ML; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer."
"WC059","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates Digital twin; Predictive maintenance, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","Digital twin; Predictive maintenance","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: Digital twin; Predictive maintenance."
"WC060","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates AI/ML; Digital twin; Predictive maintenance, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","AI/ML; Digital twin; Predictive maintenance","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: AI/ML; Digital twin; Predictive maintenance."
"WC061","Exclude","Domain-specific weak fit","Re-screened using a Warwick Library Search snippet/context record. The article is mainly in a domain such as batteries, EVs, power systems, transport, buildings, or generic assets without a strong warehouse-transferable RUL/DT priority-ranking link.","Do not carry forward to full-text screening.","AI/ML; Digital twin; Predictive maintenance","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: AI/ML; Digital twin; Predictive maintenance."
"WC062","Maybe","Transferability uncertain","Re-screened using a Warwick Library Search snippet/context record. The study shows some relevant evidence (RUL/prognostics) but the domain or decision-support link is not strong enough for final inclusion without full-text verification.","Verify full abstract/full text before final inclusion.","RUL/prognostics","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: RUL/prognostics."
"WC063","Exclude","Domain-specific weak fit","Re-screened using a Warwick Library Search snippet/context record. The article is mainly in a domain such as batteries, EVs, power systems, transport, buildings, or generic assets without a strong warehouse-transferable RUL/DT priority-ranking link.","Do not carry forward to full-text screening.","Digital twin; Predictive maintenance","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: Digital twin; Predictive maintenance."
"WC064","Exclude","Domain-specific weak fit","Re-screened using a Warwick Library Search snippet/context record. The article is mainly in a domain such as batteries, EVs, power systems, transport, buildings, or generic assets without a strong warehouse-transferable RUL/DT priority-ranking link.","Do not carry forward to full-text screening.","Digital twin; Decision/risk/system","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: Digital twin; Decision/risk/system."
"WC065","Maybe","Transferability uncertain","Re-screened using a Warwick Library Search snippet/context record. The study shows some relevant evidence (Digital twin) but the domain or decision-support link is not strong enough for final inclusion without full-text verification.","Verify full abstract/full text before final inclusion.","Digital twin","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: Digital twin."
"WC066","Maybe","Transferability uncertain","Re-screened using a Warwick Library Search snippet/context record. The study shows some relevant evidence (AI/ML; Digital twin; Predictive maintenance; Industrial transfer) but the domain or decision-support link is not strong enough for final inclusion without full-text verification.","Verify full abstract/full text before final inclusion.","AI/ML; Digital twin; Predictive maintenance; Industrial transfer","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: AI/ML; Digital twin; Predictive maintenance; Industrial transfer."
"WC067","Include","Core review/framework source","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates Digital twin; Predictive maintenance; Decision/risk/system, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","Digital twin; Predictive maintenance; Decision/risk/system","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: Digital twin; Predictive maintenance; Decision/risk/system."
"WC068","Maybe","Transferability uncertain","Re-screened using a Warwick Library Search snippet/context record. The study shows some relevant evidence (Predictive maintenance; Industrial transfer) but the domain or decision-support link is not strong enough for final inclusion without full-text verification.","Verify full abstract/full text before final inclusion.","Predictive maintenance; Industrial transfer","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: Predictive maintenance; Industrial transfer."
"WC069","Exclude","Domain-specific weak fit","Re-screened using a Warwick Library Search snippet/context record. The article is mainly in a domain such as batteries, EVs, power systems, transport, buildings, or generic assets without a strong warehouse-transferable RUL/DT priority-ranking link.","Do not carry forward to full-text screening.","Digital twin","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: Digital twin."
"WC070","Maybe","Transferability uncertain","Re-screened using a Warwick Library Search snippet/context record. The study shows some relevant evidence (RUL/prognostics; Digital twin; Predictive maintenance; Decision/risk/system) but the domain or decision-support link is not strong enough for final inclusion without full-text verification.","Verify full abstract/full text before final inclusion.","RUL/prognostics; Digital twin; Predictive maintenance; Decision/risk/system","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: RUL/prognostics; Digital twin; Predictive maintenance; Decision/risk/system."
"WC071","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates RUL/prognostics; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","RUL/prognostics; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: RUL/prognostics; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer."
"WC072","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates Digital twin; Predictive maintenance; Industrial transfer, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","Digital twin; Predictive maintenance; Industrial transfer","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: Digital twin; Predictive maintenance; Industrial transfer."
"WC073","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer."
"WC074","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates RUL/prognostics; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","RUL/prognostics; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: RUL/prognostics; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer."
"WC075","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates RUL/prognostics; Predictive maintenance; Decision/risk/system, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","RUL/prognostics; Predictive maintenance; Decision/risk/system","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: RUL/prognostics; Predictive maintenance; Decision/risk/system."
"WC076","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates RUL/prognostics; Predictive maintenance; Decision/risk/system, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","RUL/prognostics; Predictive maintenance; Decision/risk/system","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: RUL/prognostics; Predictive maintenance; Decision/risk/system."
"WC077","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates RUL/prognostics; Digital twin, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","RUL/prognostics; Digital twin","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: RUL/prognostics; Digital twin."
"WC078","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates RUL/prognostics; Digital twin; Predictive maintenance; Industrial transfer, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","RUL/prognostics; Digital twin; Predictive maintenance; Industrial transfer","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: RUL/prognostics; Digital twin; Predictive maintenance; Industrial transfer."
"WC079","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates RUL/prognostics; Digital twin; Predictive maintenance; Industrial transfer, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","RUL/prognostics; Digital twin; Predictive maintenance; Industrial transfer","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: RUL/prognostics; Digital twin; Predictive maintenance; Industrial transfer."
"WC080","Include","Direct RUL/DT/PdM relevance","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates AI/ML; RUL/prognostics; Digital twin; Decision/risk/system; Industrial transfer, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","AI/ML; RUL/prognostics; Digital twin; Decision/risk/system; Industrial transfer","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: AI/ML; RUL/prognostics; Digital twin; Decision/risk/system; Industrial transfer."
"WC081","Exclude","Duplicate record","Re-screened using a Warwick Library Search snippet/context record. This record duplicates another retained candidate, so it is excluded to avoid double counting.","Do not carry forward to full-text screening.","AI/ML; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer","High","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: AI/ML; Digital twin; Predictive maintenance; Decision/risk/system; Industrial transfer."
"WC082","Maybe","Transferability uncertain","Re-screened using a Warwick Library Search snippet/context record. The study shows some relevant evidence (AI/ML; Digital twin; Predictive maintenance) but the domain or decision-support link is not strong enough for final inclusion without full-text verification.","Verify full abstract/full text before final inclusion.","AI/ML; Digital twin; Predictive maintenance","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: AI/ML; Digital twin; Predictive maintenance."
"WC083","Exclude","Duplicate record","Re-screened using a Warwick Library Search snippet/context record. This record duplicates another retained candidate, so it is excluded to avoid double counting.","Do not carry forward to full-text screening.","RUL/prognostics","High","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: RUL/prognostics."
"WC084","Maybe","Transferability uncertain","Re-screened using a Warwick Library Search snippet/context record. The study shows some relevant evidence (AI/ML; RUL/prognostics; Predictive maintenance) but the domain or decision-support link is not strong enough for final inclusion without full-text verification.","Verify full abstract/full text before final inclusion.","AI/ML; RUL/prognostics; Predictive maintenance","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: AI/ML; RUL/prognostics; Predictive maintenance."
"WC085","Include","Core review/framework source","Re-screened using a Warwick Library Search snippet/context record. Evidence indicates AI/ML; Predictive maintenance; Decision/risk/system; Industrial transfer, making the study relevant to AI/RUL, digital twin predictive maintenance, or maintenance decision-support themes.","Retrieve full text and extract RUL/DT/maintenance-decision evidence.","AI/ML; Predictive maintenance; Decision/risk/system; Industrial transfer","Medium","warwick_library_snippet","Warwick Library Search result snippet","Warwick Library snippet reviewed; source: Warwick Library Search result snippet; evidence terms: AI/ML; Predictive maintenance; Decision/risk/system; Industrial transfer."
